,type,id,accountId,accountRef,date,description,category,amount,status,matchState,fiData,isReviewed,merchantId,etag,isExpense,isPending,discretionaryType,isLinkedToRule,transactionReviewState,lastUpdatedDate,principalCurrency,interestCurrency,escrowCurrency,parentId,checkNumber
265,CashAndCreditTransaction,75417769_3082927825_0,75417769_13615882,"{'id': '13615882', 'name': 'CREDIT CARD', 'type': 'CreditAccount', 'hiddenFromPlanningAndTrends': False}",2022-12-01,CARENCIA HEALTHCARE,"{'id': '75417769_5', 'name': 'Health & Fitness', 'categoryType': 'EXPENSE', 'parentId': '75417769_0', 'parentName': 'Root'}",-75.0,POSTED,NOT_MATCHED,"{'id': '202212011805467221105#20221105', 'date': '2022-12-01', 'amount': -75.0, 'description': 'CARENCIA HEALTHCARE', 'inferredDescription': 'CARENCIA HEALTHCARE', 'inferredCategory': {'id': '75417769_5', 'name': 'Health & Fitness'}}",False,,1670097920000,True,False,DISCRETIONARY,False,UNREVIEWED,2022-12-03T20:05:20Z,,,,,
266,CashAndCreditTransaction,75417769_3082927823_0,75417769_13615882,"{'id': '13615882', 'name': 'CREDIT CARD', 'type': 'CreditAccount', 'hiddenFromPlanningAndTrends': False}",2022-12-01,Amazon Tips*320HD5IC3,"{'id': '75417769_2', 'name': 'Shopping', 'categoryType': 'EXPENSE', 'parentId': '75417769_0', 'parentName': 'Root'}",-10.0,POSTED,NOT_MATCHED,"{'id': '202212011805457221105#20221105', 'date': '2022-12-01', 'amount': -10.0, 'description': 'Amazon Tips*320HD5IC3', 'inferredDescription': 'Amazon Tips*320HD5IC3', 'inferredCategory': {'id': '75417769_2', 'name': 'Shopping'}}",False,7218.0,1670097920000,True,False,DISCRETIONARY,False,UNREVIEWED,2022-12-03T20:05:20Z,,,,,
268,CashAndCreditTransaction,75417769_3082927835_0,75417769_13615882,"{'id': '13615882', 'name': 'CREDIT CARD', 'type': 'CreditAccount', 'hiddenFromPlanningAndTrends': False}",2022-11-30,Amazon.com*JU2KP1493,"{'id': '75417769_2', 'name': 'Shopping', 'categoryType': 'EXPENSE', 'parentId': '75417769_0', 'parentName': 'Root'}",-161.09,POSTED,NOT_MATCHED,"{'id': '202211301807575221105#20221105', 'date': '2022-11-30', 'amount': -161.09, 'description': 'Amazon.com*JU2KP1493', 'inferredDescription': 'Amazon.com*JU2KP1493', 'inferredCategory': {'id': '75417769_2', 'name': 'Shopping'}}",False,7218.0,1670097920000,True,False,DISCRETIONARY,False,UNREVIEWED,2022-12-03T20:05:20Z,,,,,
269,CashAndCreditTransaction,75417769_3082927832_0,75417769_13615882,"{'id': '13615882', 'name': 'CREDIT CARD', 'type': 'CreditAccount', 'hiddenFromPlanningAndTrends': False}",2022-11-30,Target,"{'id': '75417769_701', 'name': 'Groceries', 'categoryType': 'EXPENSE', 'parentId': '75417769_7', 'parentName': 'Food & Dining'}",-58.76,POSTED,NOT_MATCHED,"{'id': '202211301807565221105#20221105', 'date': '2022-11-30', 'amount': -58.76, 'description': 'TARGET        00020420', 'inferredDescription': 'Target', 'inferredCategory': {'id': '75417769_701', 'name': 'Groceries'}}",False,1072.0,1670097920000,True,False,NON_DISCRETIONARY,False,UNREVIEWED,2022-12-03T20:05:20Z,,,,,
270,CashAndCreditTransaction,75417769_3082927822_0,75417769_13615882,"{'id': '13615882', 'name': 'CREDIT CARD', 'type': 'CreditAccount', 'hiddenFromPlanningAndTrends': False}",2022-11-30,TARGET        00020420,"{'id': '75417769_2', 'name': 'Shopping', 'categoryType': 'EXPENSE', 'parentId': '75417769_0', 'parentName': 'Root'}",32.48,POSTED,NOT_MATCHED,"{'id': '202211301807585221105#20221105', 'date': '2022-11-30', 'amount': 32.48, 'description': 'TARGET        00020420', 'inferredDescription': 'TARGET        00020420', 'inferredCategory': {'id': '75417769_2', 'name': 'Shopping'}}",False,1072.0,1670097920000,False,False,DISCRETIONARY,False,UNREVIEWED,2022-12-03T20:05:20Z,,,,,
274,CashAndCreditTransaction,75417769_3081157611_0,75417769_13615882,"{'id': '13615882', 'name': 'CREDIT CARD', 'type': 'CreditAccount', 'hiddenFromPlanningAndTrends': False}",2022-11-29,RUBY'S FOOD MART 3,"{'id': '75417769_1401', 'name': 'Gas & Fuel', 'categoryType': 'EXPENSE', 'parentId': '75417769_14', 'parentName': 'Auto & Transport'}",-29.06,POSTED,NOT_MATCHED,"{'id': '202211291822352221105#20221105', 'date': '2022-11-29', 'amount': -29.06, 'description': ""RUBY'S FOOD MART 3"", 'inferredDescription': ""RUBY'S FOOD MART 3"", 'inferredCategory': {'id': '75417769_1401', 'name': 'Gas & Fuel'}}",False,1030148807.0,1669795659000,True,False,NON_DISCRETIONARY,False,UNREVIEWED,2022-11-30T08:07:39Z,,,,,
275,CashAndCreditTransaction,75417769_3081157609_0,75417769_13615882,"{'id': '13615882', 'name': 'CREDIT CARD', 'type': 'CreditAccount', 'hiddenFromPlanningAndTrends': False}",2022-11-29,CVS/PHARMACY #11323,"{'id': '75417769_505', 'name': 'Pharmacy', 'categoryType': 'EXPENSE', 'parentId': '75417769_5', 'parentName': 'Health & Fitness'}",-11.68,POSTED,NOT_MATCHED,"{'id': '202211291822402221105#20221105', 'date': '2022-11-29', 'amount': -11.68, 'description': 'CVS/PHARMACY #11323', 'inferredDescription': 'CVS/PHARMACY #11323', 'inferredCategory': {'id': '75417769_505', 'name': 'Pharmacy'}}",False,1075.0,1669795659000,True,False,NON_DISCRETIONARY,False,UNREVIEWED,2022-11-30T08:07:39Z,,,,,
276,CashAndCreditTransaction,75417769_3081157608_0,75417769_13615882,"{'id': '13615882', 'name': 'CREDIT CARD', 'type': 'CreditAccount', 'hiddenFromPlanningAndTrends': False}",2022-11-29,THE TAP / WYRMWOOD @ TRF,"{'id': '75417769_21', 'name': 'Transfer', 'categoryType': 'NO_CATEGORY', 'parentId': '75417769_0', 'parentName': 'Root'}",-26.4,POSTED,NOT_MATCHED,"{'id': '202211291822332221105#20221105', 'date': '2022-11-29', 'amount': -26.4, 'description': 'THE TAP / WYRMWOOD @ TRF', 'inferredDescription': 'THE TAP / WYRMWOOD @ TRF', 'inferredCategory': {'id': '75417769_21', 'name': 'Transfer'}}",False,,1669795659000,True,False,NONE,False,UNREVIEWED,2022-11-30T08:07:39Z,,,,,
277,CashAndCreditTransaction,75417769_3081157607_0,75417769_13615882,"{'id': '13615882', 'name': 'CREDIT CARD', 'type': 'CreditAccount', 'hiddenFromPlanningAndTrends': False}",2022-11-29,NATURE CRAFT,"{'id': '75417769_707', 'name': 'Restaurants', 'categoryType': 'EXPENSE', 'parentId': '75417769_7', 'parentName': 'Food & Dining'}",-25.98,POSTED,NOT_MATCHED,"{'id': '202211291822362221105#20221105', 'date': '2022-11-29', 'amount': -25.98, 'description': 'NATURE CRAFT', 'inferredDescription': 'NATURE CRAFT', 'inferredCategory': {'id': '75417769_707', 'name': 'Restaurants'}}",False,,1669795659000,True,False,DISCRETIONARY,False,UNREVIEWED,2022-11-30T08:07:39Z,,,,,
278,CashAndCreditTransaction,75417769_3081157606_0,75417769_13615882,"{'id': '13615882', 'name': 'CREDIT CARD', 'type': 'CreditAccount', 'hiddenFromPlanningAndTrends': False}",2022-11-29,THE DRAGONSLAYER @ TRF,"{'id': '75417769_21', 'name': 'Transfer', 'categoryType': 'NO_CATEGORY', 'parentId': '75417769_0', 'parentName': 'Root'}",-32.2,POSTED,NOT_MATCHED,"{'id': '202211291822392221105#20221105', 'date': '2022-11-29', 'amount': -32.2, 'description': 'THE DRAGONSLAYER @ TRF', 'inferredDescription': 'THE DRAGONSLAYER @ TRF', 'inferredCategory': {'id': '75417769_21', 'name': 'Transfer'}}",False,,1669795659000,True,False,NONE,False,UNREVIEWED,2022-11-30T08:07:39Z,,,,,
279,CashAndCreditTransaction,75417769_3081157603_0,75417769_13615882,"{'id': '13615882', 'name': 'CREDIT CARD', 'type': 'CreditAccount', 'hiddenFromPlanningAndTrends': False}",2022-11-29,APPLE.COM/BILL,"{'id': '75417769_204', 'name': 'Electronics & Software', 'categoryType': 'EXPENSE', 'parentId': '75417769_2', 'parentName': 'Shopping'}",-9.18,POSTED,NOT_MATCHED,"{'id': '202211291822342221105#20221105', 'date': '2022-11-29', 'amount': -9.18, 'description': 'APPLE.COM/BILL', 'inferredDescription': 'APPLE.COM/BILL', 'inferredCategory': {'id': '75417769_204', 'name': 'Electronics & Software'}}",False,7088.0,1669795659000,True,False,DISCRETIONARY,False,UNREVIEWED,2022-11-30T08:07:39Z,,,,,
280,CashAndCreditTransaction,75417769_3081157602_0,75417769_13615882,"{'id': '13615882', 'name': 'CREDIT CARD', 'type': 'CreditAccount', 'hiddenFromPlanningAndTrends': False}",2022-11-29,CVS/PHARMACY #11323,"{'id': '75417769_505', 'name': 'Pharmacy', 'categoryType': 'EXPENSE', 'parentId': '75417769_5', 'parentName': 'Health & Fitness'}",-31.5,POSTED,NOT_MATCHED,"{'id': '202211291822372221105#20221105', 'date': '2022-11-29', 'amount': -31.5, 'description': 'CVS/PHARMACY #11323', 'inferredDescription': 'CVS/PHARMACY #11323', 'inferredCategory': {'id': '75417769_505', 'name': 'Pharmacy'}}",False,1075.0,1669795659000,True,False,NON_DISCRETIONARY,False,UNREVIEWED,2022-11-30T08:07:39Z,,,,,
281,CashAndCreditTransaction,75417769_3081157601_0,75417769_13615882,"{'id': '13615882', 'name': 'CREDIT CARD', 'type': 'CreditAccount', 'hiddenFromPlanningAndTrends': False}",2022-11-29,RUBY'S FOOD MART 3,"{'id': '75417769_701', 'name': 'Groceries', 'categoryType': 'EXPENSE', 'parentId': '75417769_7', 'parentName': 'Food & Dining'}",-4.32,POSTED,NOT_MATCHED,"{'id': '202211291822412221105#20221105', 'date': '2022-11-29', 'amount': -4.32, 'description': ""RUBY'S FOOD MART 3"", 'inferredDescription': ""RUBY'S FOOD MART 3"", 'inferredCategory': {'id': '75417769_701', 'name': 'Groceries'}}",False,1030148807.0,1669795659000,True,False,NON_DISCRETIONARY,False,UNREVIEWED,2022-11-30T08:07:39Z,,,,,
282,CashAndCreditTransaction,75417769_3081157600_0,75417769_13615882,"{'id': '13615882', 'name': 'CREDIT CARD', 'type': 'CreditAccount', 'hiddenFromPlanningAndTrends': False}",2022-11-29,LULULEMONCOM*,"{'id': '75417769_201', 'name': 'Clothing', 'categoryType': 'EXPENSE', 'parentId': '75417769_2', 'parentName': 'Shopping'}",-138.56,POSTED,NOT_MATCHED,"{'id': '202211291822382221105#20221105', 'date': '2022-11-29', 'amount': -138.56, 'description': 'LULULEMONCOM*', 'inferredDescription': 'LULULEMONCOM*', 'inferredCategory': {'id': '75417769_201', 'name': 'Clothing'}}",False,12707.0,1669795659000,True,False,DISCRETIONARY,False,UNREVIEWED,2022-11-30T08:07:39Z,,,,,
285,CashAndCreditTransaction,75417769_3080646702_0,75417769_13615882,"{'id': '13615882', 'name': 'CREDIT CARD', 'type': 'CreditAccount', 'hiddenFromPlanningAndTrends': False}",2022-11-28,CIS EVENTS AND CATERING,"{'id': '75417769_7', 'name': 'Food & Dining', 'categoryType': 'EXPENSE', 'parentId': '75417769_0', 'parentName': 'Root'}",-9.57,POSTED,NOT_MATCHED,"{'id': '202211281747554221105#20221105', 'date': '2022-11-28', 'amount': -9.57, 'description': 'CIS EVENTS AND CATERING', 'inferredDescription': 'CIS EVENTS AND CATERING', 'inferredCategory': {'id': '75417769_7', 'name': 'Food & Dining'}}",False,,1669720032000,True,False,DISCRETIONARY,False,UNREVIEWED,2022-11-29T11:07:12Z,,,,,
286,CashAndCreditTransaction,75417769_3080646701_0,75417769_13615882,"{'id': '13615882', 'name': 'CREDIT CARD', 'type': 'CreditAccount', 'hiddenFromPlanningAndTrends': False}",2022-11-28,TRF WEBSITE,"{'id': '75417769_21', 'name': 'Transfer', 'categoryType': 'NO_CATEGORY', 'parentId': '75417769_0', 'parentName': 'Root'}",-50.0,POSTED,NOT_MATCHED,"{'id': '202211281747584221105#20221105', 'date': '2022-11-28', 'amount': -50.0, 'description': 'TRF WEBSITE', 'inferredDescription': 'TRF WEBSITE', 'inferredCategory': {'id': '75417769_21', 'name': 'Transfer'}}",False,,1669720032000,True,False,NONE,False,UNREVIEWED,2022-11-29T11:07:12Z,,,,,
287,CashAndCreditTransaction,75417769_3080646699_0,75417769_13615882,"{'id': '13615882', 'name': 'CREDIT CARD', 'type': 'CreditAccount', 'hiddenFromPlanningAndTrends': False}",2022-11-28,WHATABURGER 1011,"{'id': '75417769_706', 'name': 'Fast Food', 'categoryType': 'EXPENSE', 'parentId': '75417769_7', 'parentName': 'Food & Dining'}",-21.84,POSTED,NOT_MATCHED,"{'id': '202211281747614221105#20221105', 'date': '2022-11-28', 'amount': -21.84, 'description': 'WHATABURGER 1011', 'inferredDescription': 'WHATABURGER 1011', 'inferredCategory': {'id': '75417769_706', 'name': 'Fast Food'}}",False,3024.0,1669720032000,True,False,DISCRETIONARY,False,UNREVIEWED,2022-11-29T11:07:12Z,,,,,
